Ticker,Name,Exchange,exchangeDisplay,Type,TypeDisplay
BWXT,"BWX Technologies, Inc.",NYQ,NYSE,S,Equity
BWAY,Brainsway Ltd.,NGM,NASDAQ,S,Equity
BWEN,"Broadwind Energy, Inc.",NMS,NASDAQ,S,Equity
BWTX,"Bakken Water Transfer Services, Inc.",PNK,OTC Markets,S,Equity
BWB,"Bridgewater Bancshares, Inc.",NMS,NASDAQ,S,Equity
BWMX,"Betterware de Mexico, S.A.P.I. de C.V.",NMS,NASDAQ,S,Equity
BWX,SPDR Bloomberg Barclays International Treasury Bond ETF,NYQ,NYSE,E,ETF
BXRX,"Baudax Bio, Inc.",NMS,NASDAQ,S,Equity
BXC,BlueLinx Holdings Inc.,NYQ,NYSE,S,Equity
BXG,Bluegreen Vacations Corporation,NYS,NYSE,S,Equity
BXS,BancorpSouth Bank,NYQ,NYSE,S,Equity
BXMX,Nuveen S&P 500 Buy-Write Income Fund,NYQ,NYSE,S,Equity
BXP-PB,"Boston Properties, Inc.",NYQ,NYSE,S,Equity
BY,"Byline Bancorp, Inc.",NYS,NYSE,S,Equity
BYDDF,BYD Company Limited,PNK,OTC Markets,S,Equity
BYDDY,BYD Company Limited,PNK,OTC Markets,S,Equity
BYSI,BeyondSpring Inc.,NGM,NASDAQ,S,Equity
BYZN,Byzen Digital Inc.,PNK,OTC Markets,S,Equity
BYM,BlackRock Municipal Income Quality Trust,NYQ,NYSE,S,Equity
BYFC,Broadway Financial Corporation,NMS,NASDAQ,S,Equity
BZUN,Baozun Inc.,NAS,NASDAQ,S,Equity
BZH,"Beazer Homes USA, Inc.",NYQ,NYSE,S,Equity
BZQ,ProShares UltraShort MSCI Brazil Capped,ASE,NYSE MKT,E,ETF
BZM,BlackRock Maryland Municipal Bond Trust,ASE,NYSE MKT,S,Equity
BZLFY,Bunzl plc,PNK,OTC Markets,S,Equity
BZQIY,Bezeq The Israel Telecommunication Corporation Limited,PNK,OTC Markets,S,Equity
BZLFF,Bunzl plc,PNK,OTC Markets,S,Equity
BZRD,"Blubuzzard, Inc.",PNK,OTC Markets,S,Equity
BZDLF,Kincora Copper Limited,PNK,OTC Markets,S,Equity
BZLYF,Beazley plc,PNK,OTC Markets,S,Equity
B0G21.NYM,Mont Belvieu LDH Propane (OPIS)future,NYM,NY Mercantile,F,Futures
B002.F,"Biocept, Inc.",FRA,Frankfurt,S,Equity
B0K.F,Beston Global Food Company Limited,YHD,Industry,S,Equity
B06H8W2.IR,Old Mutual International Ireland GBP Global Fixed Interest Blend IRL,YHD,Industry,M,Fund
B01T3S4.IR,Old Mutual International Ireland USD Parvest Equity World Emerging IRL,YHD,Industry,M,Fund
B018KP7.IR,Old Mutual International Ireland USD JP Morgan Japan Equity IRL,YHD,Industry,M,Fund
B0TH.DU,B0TH.DU,DUS,Dusseldorf Stock Exchange,S,Equity
B0TH.BE,B0TH.BE,BER,Berlin,S,Equity
B0R.F,Bathurst Resources Limited,FRA,Frankfurt,S,Equity
B0PFX77.IR,Old Mutual International Ireland USD Global Real Estate Securities,YHD,Industry,M,Fund
^B15BDRD,Dow Jones BRIC Brazil 15 DR Ind,DJI,Dow Jones,I,Index
^B1300GI,OMX Baltic Chemicals GI,NIM,NASDAQ GIDS,I,Index
^B1000PI,OMX Baltic Basic Materials PI,NIM,NASDAQ GIDS,I,Index
^B15IDRDT,Dow Jones BRIC India 15 DR Tota,DJI,Dow Jones,I,Index
^B15BDRCN,Dow Jones BRIC Brazil 15 DR Cap,DJI,Dow Jones,I,Index
^B1700PI,OMX Baltic Basic Resources PI,NIM,NASDAQ GIDS,I,Index
^B1300PI,OMX Baltic Chemicals PI,NIM,NASDAQ GIDS,I,Index
^B15CDRDT,Dow Jones BRIC China 15 DR Tota,DJI,Dow Jones,I,Index
^B1700GI,OMX Baltic Basic Resources GI,NIM,NASDAQ GIDS,I,Index
^B1000GI,OMX Baltic Basic Materials GI,NIM,NASDAQ GIDS,I,Index
BTDG,"B2Digital, Incorporated",PNK,OTC Markets,S,Equity
^B2700PI,OMX Baltic Industrial Goods & S,NIM,NASDAQ GIDS,I,Index
^B2700GI,OMX Baltic Industrial Goods & S,NIM,NASDAQ GIDS,I,Index
^B2300GI,OMX Baltic Construction & Mater,NIM,NASDAQ GIDS,I,Index
^B2000PI,OMX Baltic Industrials PI,NIM,NASDAQ GIDS,I,Index
^B2300PI,OMX Baltic Construction & Mater,NIM,NASDAQ GIDS,I,Index
^B2000GI,OMX Baltic Industrials GI,NIM,NASDAQ GIDS,I,Index
BTOOY,B2W - Companhia Digital,PNK,OTC Markets,S,Equity
BTO.TO,B2Gold Corp.,TOR,Toronto,S,Equity
^B3500PI,OMX Baltic Food & Beverage PI,NIM,NASDAQ GIDS,I,Index
^B3000PI,OMX Baltic Consumer Goods PI,NIM,NASDAQ GIDS,I,Index
^B3700GI,OMX Baltic Personal & Household,NIM,NASDAQ GIDS,I,Index
^B3000GI,OMX Baltic Consumer Goods GI,NIM,NASDAQ GIDS,I,Index
^B3700PI,OMX Baltic Personal & Household,NIM,NASDAQ GIDS,I,Index
^B3500GI,OMX Baltic Food & Beverage GI,NIM,NASDAQ GIDS,I,Index
B3SA3.SA,"B3 S.A. - Brasil, Bolsa, Balcao",SAO,Sao Paolo,S,Equity
B3F7.MU,Blackrock Global Funds - BGF Next Generation Technology Fund,MUN,Munich,E,ETF
B3FG.MU,BGF-DYN.HGH INC.FD A2DLA,MUN,Munich,E,ETF
B3C9JS6.IR,Old Mutual International Ireland USD HSBC GIF Brazil Equity IRL,YHD,Industry,M,Fund
^B400T,Barron's 400 Index (Total Retur,NYS,NYSE,I,Index
^B400,Barron's 400 Index,NYS,NYSE,I,Index
^B4500PI,OMX Baltic Health Care PI,NIM,NASDAQ GIDS,I,Index
^B4500GI,OMX Baltic Health Care GI,NIM,NASDAQ GIDS,I,Index
^B4000GI,OMX Baltic Health Care GI,NIM,NASDAQ GIDS,I,Index
^B4000PI,OMX Baltic Health Care PI,NIM,NASDAQ GIDS,I,Index
B4B.DE,Metro AG,GER,XETRA,S,Equity
B4O2.SG,Windstream Holdings Inc. Regist,STU,Stuttgart,S,Equity
B4NR.SG,BNP Nickel ETC,STU,Stuttgart,M,Fund
B4B.F,Metro AG,FRA,Frankfurt,S,Equity
^B50RUD,Dow Jones BRIC Russia 5 Index (,DJI,Dow Jones,I,Index
^B50DRE,Dow Jones BRIC 50 DR Index (EUR,DJI,Dow Jones,I,Index
^B50CND,Dow Jones BRIC China 15 Index (,DJI,Dow Jones,I,Index
^B5700GI,OMX Baltic Travel & Leisure GI,NIM,NASDAQ GIDS,I,Index
^B50DRD,Dow Jones BRIC 50 DR Index (USD,DJI,Dow Jones,I,Index
^B50IND,Dow Jones BRIC India 15 Index (,DJI,Dow Jones,I,Index
^B5000GI,OMX Baltic Consumer Services GI,NIM,NASDAQ GIDS,I,Index
^B5500GI,OMX Baltic Media GI,NIM,NASDAQ GIDS,I,Index
^B5RDRD,Dow Jones BRIC Russia 5 DR Inde,DJI,Dow Jones,I,Index
^B50CNCDN,Dow Jones BRIC China 15 Capped ,DJI,Dow Jones,I,Index
^B6500GI,OMX Baltic Telecommunications G,NIM,NASDAQ GIDS,I,Index
^B6000GI,OMX Baltic Telecommunications G,NIM,NASDAQ GIDS,I,Index
^B6500PI,OMX Baltic Telecommunications P,NIM,NASDAQ GIDS,I,Index
^B6000PI,OMX Baltic Telecommunications P,NIM,NASDAQ GIDS,I,Index
B61.SI,Bukit Sembawang Estates Limited,YHD,Industry,S,Equity
B6M2.F,Founders Advantage Capital Corp.,FRA,Frankfurt,S,Equity
B6S.F,Britvic plc,FRA,Frankfurt,S,Equity
B6R.BE,FIREFLY RES LTD,BER,Berlin,S,Equity
B6G.F,Bega Cheese Limited,FRA,Frankfurt,S,Equity
B6K2.F,Bearing Lithium Corp.,FRA,Frankfurt,S,Equity
^B7000PI,OMX Baltic Utilities PI,NIM,NASDAQ GIDS,I,Index
^B7500GI,OMX Baltic Utilities GI,NIM,NASDAQ GIDS,I,Index
^B7000GI,OMX Baltic Utilities GI,NIM,NASDAQ GIDS,I,Index
^B7500PI,OMX Baltic Utilities PI,NIM,NASDAQ GIDS,I,Index
B73.SI,Global Investments Limited,SES,Singapore,S,Equity
B7S.BE,"BROOKDALE SR LVG  DL -,01",BER,Berlin,S,Equity
B7J.DE,SRV Yhtiot Oyj,GER,XETRA,S,Equity
B7U.F,Asanko Gold Inc.,FRA,Frankfurt,S,Equity
B7O.SG,Citic Telecom Intl Hldgs Ltd. R,STU,Stuttgart,S,Equity
B7C.SG,D'Amico International ShippingA,STU,Stuttgart,S,Equity
^B8600GI,OMX Baltic Real Estate GI,NIM,NASDAQ GIDS,I,Index
^B8300PI,OMX Baltic Banks PI,NIM,NASDAQ GIDS,I,Index
^B8700PI,OMX Baltic Financial Services P,NIM,NASDAQ GIDS,I,Index
^B8000PI,OMX Baltic Financials PI,NIM,NASDAQ GIDS,I,Index
^B8300GI,OMX Baltic Banks GI,NIM,NASDAQ GIDS,I,Index
^B8000GI,OMX Baltic Financials GI,NIM,NASDAQ GIDS,I,Index
^B8700GI,OMX Baltic Financial Services G,NIM,NASDAQ GIDS,I,Index
^B8600PI,OMX Baltic Real Estate PI,NIM,NASDAQ GIDS,I,Index
B8F.DE,Biofrontera AG,GER,XETRA,S,Equity
B8A.DE,BAVARIA Industries Group AG,GER,XETRA,S,Equity
^B9000PI,OMX Baltic Technology PI,NIM,NASDAQ GIDS,I,Index
^B9000GI,OMX Baltic Technology GI,NIM,NASDAQ GIDS,I,Index
^B9500GI,OMX Baltic Technology GI,NIM,NASDAQ GIDS,I,Index
^B9500PI,OMX Baltic Technology PI,NIM,NASDAQ GIDS,I,Index
B9Y.SG,Big Yellow Group PLC Registered,STU,Stuttgart,S,Equity
B9PA.BE,"NOVABAY PHARMAC.  DL-,01",BER,Berlin,S,Equity
B9B.F,BHB Brauholding Bayern-Mitte AG,FRA,Frankfurt,S,Equity
B9T.F,Interbit Ltd.,FRA,Frankfurt,S,Equity
B95.BE,BANK OG TIANJIN H  YC1,BER,Berlin,S,Equity
B9Y.F,Big Yellow Group Plc,FRA,Frankfurt,S,Equity
RILY,"B. Riley Financial, Inc.",OBB,OTC BB,S,Equity
RILYZ,"B. Riley Financial, Inc. SR NT 27",NGM,NASDAQ,S,Equity
BOSC,B.O.S. Better Online Solutions Ltd.,NMS,NASDAQ,S,Equity
RILYG,"B. Riley Financial, Inc. SR NT 7.25% 27",NGM,NASDAQ,S,Equity
RILYM,"B. Riley Financial, Inc. - 6.37",NGM,NASDAQ,S,Equity
RILYN,"B. Riley Financial, Inc. - 6.50",NGM,NASDAQ,S,Equity
RILYI,"B. Riley Financial, Inc. - 6.87",NGM,NASDAQ,E,ETF
RILYH,"B. Riley Financial, Inc.",NGM,NASDAQ,S,Equity
RILYO,"B. Riley Financial, Inc. - 6.75",NGM,NASDAQ,S,Equity
RILYP,"B. Riley Financial, Inc.",NGM,NASDAQ,S,Equity
DHR,Danaher Corporation,NYQ,NYSE,S,Equity
DDOG,"Datadog, Inc.",NMS,NASDAQ,S,Equity
DAN,Dana Incorporated,NYQ,NYSE,S,Equity
DVA,DaVita Inc.,NYQ,NYSE,S,Equity
DAX,Global X DAX Germany ETF,NGM,NASDAQ,E,ETF
DARE,"Dare Bioscience, Inc.",NMS,NASDAQ,S,Equity
DQ,Daqo New Energy Corp.,NYQ,NYSE,S,Equity
DB,Deutsche Bank Aktiengesellschaft,NYQ,NYSE,S,Equity
DBX,"Dropbox, Inc.",NMS,NASDAQ,S,Equity
DBI,Designer Brands Inc.,NMS,NASDAQ,S,Equity
DBD,"Diebold Nixdorf, Incorporated",NYQ,NYSE,S,Equity
DBVT,DBV Technologies S.A.,NMS,NASDAQ,S,Equity
DBO,Invesco DB Oil Fund,NYQ,NYSE,E,ETF
DBLTX,DoubleLine Total Return Bond Fund Class I,NAS,NASDAQ,M,Fund
DBA,Invesco DB Agriculture Fund,NYQ,NYSE,E,ETF
DBC,Invesco DB Commodity Index Tracking Fund,ASE,NYSE MKT,E,ETF
DCP-PC,"DCP Midstream, LP",NYQ,NYSE,S,Equity
DCP,"DCP Midstream, LP",NYQ,NYSE,S,Equity
DCAR,"DropCar, Inc.",NMS,NASDAQ,S,Equity
DCO,Ducommun Incorporated,NYQ,NYSE,S,Equity
DCI,"Donaldson Company, Inc.",NYQ,NYSE,S,Equity
DCIX,Performance Shipping Inc.,NMS,NASDAQ,S,Equity
DCP-PB,"DCP Midstream, LP 7.875 CUM RED B",NYQ,NYSE,S,Equity
DCPH,"Deciphera Pharmaceuticals, Inc.",NGM,NASDAQ,S,Equity
DCTH,"Delcath Systems, Inc.",PNK,OTC Markets,S,Equity
DCOM,"Dime Community Bancshares, Inc.",NMS,NASDAQ,S,Equity
DD,"DuPont de Nemours, Inc.",NYQ,NYSE,S,Equity
DDD,3D Systems Corporation,NYQ,NYSE,S,Equity
DDS,"Dillard's, Inc.",NYQ,NYSE,S,Equity
DDM,ProShares Ultra Dow30,NYQ,NYSE,E,ETF
DDAIF,Daimler AG,PNK,OTC Markets,S,Equity
DDG,ProShares Short Oil & Gas,ASE,NYSE MKT,E,ETF
DDF,"Delaware Investments Dividend and Income Fund, Inc.",NYQ,NYSE,S,Equity
DDT,Dillards Capital Trust I CAP SECS 7.5%,NYQ,NYSE,S,Equity
DE,Deere & Company,NYQ,NYSE,S,Equity
DVN,Devon Energy Corporation,NYQ,NYSE,S,Equity
DNR,Denbury Resources Inc.,NYQ,NYSE,S,Equity
DELL,Dell Technologies Inc.,NYQ,NYSE,S,Equity
DXCM,"DexCom, Inc.",NMS,NASDAQ,S,Equity
DEO,Diageo plc,NYQ,NYSE,S,Equity
DFS,Discover Financial Services,NYQ,NYSE,S,Equity
DFFN,Diffusion Pharmaceuticals Inc.,NMS,NASDAQ,S,Equity
DFEN,Direxion Daily Aerospace & Defense Bull 3X Shares Direxion Daily Aerospace,NYQ,NYSE,E,ETF
DFODQ,Dean Foods Company,PNK,OTC Markets,S,Equity
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,NYQ,NYSE,S,Equity
DFCEX,DFA Emerging Markets Core Equity Portfolio Institutional Class,NAS,NASDAQ,M,Fund
DFLVX,DFA U.S. Large Cap Value Portfolio Institutional Class,NAS,NASDAQ,M,Fund
DFIN,"Donnelley Financial Solutions, Inc.",NYQ,NYSE,S,Equity
DFFVX,DFA U.S. Targeted Value Portfolio Institutional Class,NAS,NASDAQ,M,Fund
DFSTX,DFA U.S. Small Cap Portfolio Institutional Class,NAS,NASDAQ,M,Fund
DG,Dollar General Corporation,NYQ,NYSE,S,Equity
DGAZ,VelocityShares 3x Inverse Natural Gas ETN Linked to the S&P GSCI Natural Gas Index ER,NYQ,NYSE,E,ETF
DGRO,iShares Core Dividend Growth ETF,NYQ,NYSE,E,ETF
DGLY,"Digital Ally, Inc.",NMS,NASDAQ,S,Equity
DGII,Digi International Inc.,NMS,NASDAQ,S,Equity
DGRW,WisdomTree U.S. Quality Dividend Growth Fund,NGM,NASDAQ,E,ETF
DGLD,VelocityShares 3x Inverse Gold ETN Linked to the S&P GSCI Gold Index ER,NGM,NASDAQ,E,ETF
DGS,WisdomTree Emerging Markets SmallCap Dividend Fund,NYQ,NYSE,E,ETF
DHI,"D.R. Horton, Inc.",NYQ,NYSE,S,Equity
DHT,"DHT Holdings, Inc.",NYQ,NYSE,S,Equity
DHC,Diversified Healthcare Trust,NYS,NYSE,S,Equity
DHY,"Credit Suisse High Yield Bond Fund, Inc.",NYQ,NYSE,S,Equity
DHF,BNY Mellon High Yield Strategies Fund,NYQ,NYSE,S,Equity
DHCNI,Diversified Healthcare Trust  -,NMS,NASDAQ,S,Equity
DHX,"DHI Group, Inc.",NYQ,NYSE,S,Equity
DHS,WisdomTree U.S. High Dividend Fund,NYQ,NYSE,E,ETF
DHCNL,Diversified Healthcare Trust,NMS,NASDAQ,S,Equity
SPXL,Direxion Daily S&P500 Bull 3X Shares,ASE,NYSE MKT,E,ETF
DIA,SPDR Dow Jones Industrial Average ETF Trust,NYQ,NYSE,E,ETF
GUSH,Direxion Daily S&P Oil & Gas Exp. & Prod. Bull 2X Shares,NYQ,NYSE,E,ETF
DUST,Direxion Daily Gold Miners Index Bear 2X Shares,ASE,NYSE MKT,E,ETF
SOXL,Direxion Daily Semiconductor Bull 3X Shares,NYQ,NYSE,E,ETF
^DJT,Dow Jones Transportation Averag,DJI,Dow Jones,I,Index
^DJU,Dow Jones Utility Average,DJI,Dow Jones,I,Index
^DJUSLG,Dow Jones U.S. Hotels Index,DJI,Dow Jones,I,Index
DJCO,Daily Journal Corporation,NMS,NASDAQ,S,Equity
DJD,Invesco Dow Jones Industrial Average Dividend ETF,NYQ,NYSE,E,ETF
^DJUS,Dow Jones U.S. Index,DJI,Dow Jones,I,Index
DJP,iPath Bloomberg Commodity Index Total Return(SM) ETN,NYQ,NYSE,E,ETF
^DJX,1/100 DOW JONES INDUSTRIAL AVER,WCB,Chicago Board Options Exchange,I,Index
^DJSH,Dow Jones Shanghai Index,DJI,Dow Jones,I,Index
DK,"Delek US Holdings, Inc.",NYQ,NYSE,S,Equity
DKS,"DICK'S Sporting Goods, Inc.",NYQ,NYSE,S,Equity
DKL,"Delek Logistics Partners, LP",NYQ,NYSE,S,Equity
DKILY,"Daikin Industries,Ltd.",PNK,OTC Markets,S,Equity
DKSC,"Dakshidin Corporation, Inc.",PNK,OTC Markets,S,Equity
DKAM,"Drinks Americas Holdings, Ltd.",PNK,OTC Markets,S,Equity
DKTS,Top Shelf Brands Holdings Corp.,PNK,OTC Markets,S,Equity
DKGH,"DKG Capital, Inc.",PNK,OTC Markets,S,Equity
DKMR,DUKE MTN RES INC,PNK,OTC Markets,S,Equity
DL,China Distance Education Holdings Limited,NYQ,NYSE,S,Equity
DLTR,"Dollar Tree, Inc.",NMS,NASDAQ,S,Equity
DLR,"Digital Realty Trust, Inc.",NYS,NYSE,S,Equity
DLTH,Duluth Holdings Inc.,NAS,NASDAQ,S,Equity
DLPH,Delphi Technologies PLC,NYS,NYSE,S,Equity
DLB,"Dolby Laboratories, Inc.",NYQ,NYSE,S,Equity
DLX,Deluxe Corporation,NYQ,NYSE,S,Equity
DLTNX,DoubleLine Total Return Bond Fund Class N,NAS,NASDAQ,M,Fund
DLAKY,Deutsche Lufthansa AG,PNK,OTC Markets,S,Equity
DMRC,Digimarc Corporation,NGM,NASDAQ,S,Equity
DMLP,"Dorchester Minerals, L.P.",NMS,NASDAQ,S,Equity
BOOM,DMC Global Inc.,NMS,NASDAQ,S,Equity
DMLRY,Daimler AG,PNK,OTC Markets,S,Equity
DMAC,DiaMedica Therapeutics Inc.,NMS,NASDAQ,S,Equity
DMPI,"DelMar Pharmaceuticals, Inc.",OBB,OTC BB,S,Equity
DMO,Western Asset Mortgage Opportunity Fund Inc.,NYQ,NYSE,S,Equity
DMZPY,Domino's Pizza Enterprises Limited,PNK,OTC Markets,S,Equity
DMTK,"DermTech, Inc.",NMS,NASDAQ,S,Equity
DMB,"BNY Mellon Municipal Bond Infrastructure Fund, Inc.",NYQ,NYSE,S,Equity
DNKN,"Dunkin' Brands Group, Inc.",NMS,NASDAQ,S,Equity
DNP,DNP Select Income Fund Inc.,NYQ,NYSE,S,Equity
DNOW,NOW Inc.,NYQ,NYSE,S,Equity
DNLI,Denali Therapeutics Inc.,NMS,NASDAQ,S,Equity
DNN,Denison Mines Corp.,NYQ,NYSE,S,Equity
DNNGY,Orsted A/S,PNK,OTC Markets,S,Equity
DNI,Dividend and Income Fund,NYQ,NYSE,S,Equity
DNK,Phoenix Tree Holdings Limited,NYS,NYSE,S,Equity
DNGDF,Dynacor Gold Mines Inc.,PNK,OTC Markets,S,Equity
DO,"Diamond Offshore Drilling, Inc.",NYQ,NYSE,S,Equity
DOCU,"DocuSign, Inc.",NMS,NASDAQ,S,Equity
DPZ,"Domino's Pizza, Inc.",NYQ,NYSE,S,Equity
DODGX,Dodge & Cox Stock Fund,NAS,NASDAQ,M,Fund
DPW,"DPW Holdings, Inc.",NYQ,NYSE,S,Equity
DPG,Duff & Phelps Utility and Infrastructure Fund Inc.,NYQ,NYSE,S,Equity
DPST,Direxion Daily Regional Banks Bull 3X Shares,NYQ,NYSE,E,ETF
DPK,Direxion Daily MSCI Developed Markets Bear 3X Shares,NYQ,NYSE,E,ETF
DPFNX,Deer Park Total Return Credit Fund Class I,NAS,NASDAQ,M,Fund
DPSGY,Deutsche Post AG,PNK,OTC Markets,S,Equity
DPWW,"Diego Pellicer Worldwide, Inc.",PNK,OTC Markets,S,Equity
DPDW,"Deep Down, Inc.",PNK,OTC Markets,S,Equity
DPIIX,Destra Flaherty & Crumrine Preferred and Income Fund Class I,NAS,NASDAQ,M,Fund
DQIAX,BNY Mellon Equity Income Fund Class A,NAS,NASDAQ,M,Fund
DQJCY,Pan Pacific International Holdings Corporation,PNK,OTC Markets,S,Equity
DQWS,"DSwiss, Inc.",PNK,OTC Markets,S,Equity
DQIRX,BNY Mellon Equity Income Fund Class I,NAS,NASDAQ,M,Fund
DQEIX,BNY Mellon Global Equity Income Fund - Class I,NAS,NASDAQ,M,Fund
DQIYX,BNY Mellon Equity Income Fund Class Y,NAS,NASDAQ,M,Fund
^DQMUSLCL,Fundstrat Doctor Quant Model La,NYS,NYSE,I,Index
DQICX,BNY Mellon Equity Income Fund Class C,NAS,NASDAQ,M,Fund
DRIP,Direxion Daily S&P Oil & Gas Exp. & Prod. Bear 2X Shares,NYQ,NYSE,E,ETF
DRRX,DURECT Corporation,NGM,NASDAQ,S,Equity
DRH,DiamondRock Hospitality Company,NYQ,NYSE,S,Equity
DRV,Direxion Daily MSCI Real Estate Bear 3X Shares,ASE,NYSE MKT,E,ETF
DS,Drive Shack Inc.,NYQ,NYSE,S,Equity
DRNA,"Dicerna Pharmaceuticals, Inc.",NMS,NASDAQ,S,Equity
DRE,Duke Realty Corporation,NYQ,NYSE,S,Equity
DSS,"Document Security Systems, Inc.",NYQ,NYSE,S,Equity
DSL,DoubleLine Income Solutions Fund,NYQ,NYSE,S,Equity
DSE,Duff & Phelps Select MLP and Midstream Energy Fund,NYQ,NYSE,S,Equity
DSX,Diana Shipping Inc.,NYQ,NYSE,S,Equity
DSKE,"Daseke, Inc.",NMS,NASDAQ,S,Equity
DSU,"BlackRock Debt Strategies Fund, Inc.",NYQ,NYSE,S,Equity
DSSI,Diamond S Shipping Inc.,NYQ,NYSE,S,Equity
DSLV,VelocityShares 3x Inverse Silver ETN Linked to the S&P GSCI Silver Index ER,NGM,NASDAQ,E,ETF
DT,"Dynatrace, Inc.",NYS,NYSE,S,Equity
DTE,DTE Energy Company,NYQ,NYSE,S,Equity
DTIL,"Precision BioSciences, Inc.",NGM,NASDAQ,S,Equity
DTEA,DAVIDsTEA Inc.,NGM,NASDAQ,S,Equity
DTO,DB Crude Oil Double Short ETN,PCX,NYSEArca,E,ETF
DTEGY,Deutsche Telekom AG,PNK,OTC Markets,S,Equity
DTYS,iPath US Treasury 10-year Bear ETN,NGM,NASDAQ,E,ETF
DTD,WisdomTree U.S. Total Dividend Fund,PCX,NYSEArca,E,ETF
DTW,DTE Energy Company JR SUB DB 2017 E,NYQ,NYSE,E,ETF
DUK,Duke Energy Corporation,NYQ,NYSE,S,Equity
DUG,ProShares UltraShort Oil & Gas,ASE,NYSE MKT,E,ETF
DVAX,Dynavax Technologies Corporation,NMS,NASDAQ,S,Equity
DVY,iShares Select Dividend ETF,NGM,NASDAQ,E,ETF
DVEM,WisdomTree Emerging Markets ESG Fund,NYQ,NYSE,E,ETF
DVHL,UBS ETRACS Monthly Pay 2xLeveraged Diversified High Income ETN,NYQ,NYSE,E,ETF
DVYL,UBS ETRACS Monthly Pay 2xLeveraged Dow Jones Select Dividend Index ETN,ASE,NYSE MKT,E,ETF
DVYE,iShares Emerging Markets Dividend ETF,ASE,NYSE MKT,E,ETF
DVD,"Dover Motorsports, Inc.",NYQ,NYSE,S,Equity
DVP,Deep Value ETF,NYQ,NYSE,E,ETF
DWT,VelocityShares 3x Inverse Crude Oil ETNs linked to the S&P GSCI Crude Oil Index ER New,NYQ,NYSE,E,ETF
DWSH,AdvisorShares Dorsey Wright Short ETF,NGM,NASDAQ,E,ETF
^DWCPF,Dow Jones U.S. Completion Total,DJI,Dow Jones,I,Index
DWTIF,VelocityShares 3x Inverse Crude Oil ETN Linked to the S&P GSCI Crude Oil Index ER,PNK,OTC Markets,S,Equity
^DWRTF,Dow Jones U.S. Select REIT Inde,DJI,Dow Jones,I,Index
DWX,SPDR S&P International Dividend ETF,NYQ,NYSE,E,ETF
DWSN,Dawson Geophysical Company,NMS,NASDAQ,S,Equity
^DWCF,Dow Jones U.S. Total Stock Mark,DJI,Dow Jones,I,Index
KTF,DWS Municipal Income Trust,NYQ,NYSE,S,Equity
SCDGX,DWS Core Equity Fund - Class S,NAS,NASDAQ,M,Fund
DX,"Dynex Capital, Inc.",NYQ,NYSE,S,Equity
DXC,DXC Technology Company,NYQ,NYSE,S,Equity
DXD,ProShares UltraShort Dow30,ASE,NYSE MKT,E,ETF
DX-Y.NYB,US Dollar/USDX - Index - Cash,NYB,New York Board of Trade,I,Index
DXQLX,Direxion Monthly NASDAQ-100 Bull 2X Fund Investor Class,NAS,NASDAQ,M,Fund
DXLG,"Destination XL Group, Inc.",NMS,NASDAQ,S,Equity
DXB,Deutsche Bank Contingent Capital Trust II TR PFD SEC 6.55%,NYQ,NYSE,S,Equity
DXR,Daxor Corporation,NYQ,NYSE,S,Equity
DY,"Dycom Industries, Inc.",NYQ,NYSE,S,Equity
DYAI,"Dyadic International, Inc.",NMS,NASDAQ,S,Equity
DYNT,Dynatronics Corporation,NMS,NASDAQ,S,Equity
DLNG,Dynagas LNG Partners LP,NAS,NASDAQ,S,Equity
DX-PB,"Dynex Capital, Inc.",NYQ,NYSE,S,Equity
DLNG-PA,Dynagas LNG Partners LP,NYQ,NYSE,S,Equity
DZSI,"DASAN Zhone Solutions, Inc.",NMS,NASDAQ,S,Equity
DZK,Direxion Daily MSCI Developed Markets Bull 3X Shares,ASE,NYSE MKT,E,ETF
DZZ,DB Gold Double Short ETN,ASE,NYSE MKT,E,ETF
^DZETR,DYNAMIC SEMICONDUCTOR INTELLIDE,NYS,NYSE,I,Index
^DZE,DYNAMIC SEMICONDUCTOR INTELLIDE,NYS,NYSE,I,Index
^DZM,DYNAMIC MEDIA INTELLIDEX,NYS,NYSE,I,Index
^DZR,DYNAMIC PHARMACEUTICALS INTELLI,NYS,NYSE,I,Index
^DZH,DYNAMIC HARDWARE  and  CONSUMER,NYS,NYSE,I,Index
^DZZ-RP,DB Gold Double Short ETN,NYS,NYSE,I,Index
^DZC,DYNAMIC SOFTWARE INTELLIDEX,NYS,NYSE,I,Index
D05.SI,DBS Group Holdings Ltd,YHD,Industry,S,Equity
D01.SI,Dairy Farm International Holdings Limited,SES,Singapore,S,Equity
D03.SI,Del Monte Pacific Limited,SES,Singapore,S,Equity
D07.SI,SPDR Dow Jones Industrial Average ETF Trust,SES,Singapore,E,ETF
D078C.NX,D078C.NX,ENX,Euronext,S,Equity
D070C.NX,D070C.NX,ENX,Euronext,S,Equity
D052C.NX,D052C.NX,ENX,Euronext,S,Equity
D045C.NX,D045C.NX,ENX,Euronext,S,Equity
D040C.NX,D040C.NX,ENX,Euronext,S,Equity
D063C.NX,D063C.NX,ENX,Euronext,S,Equity
D1HI34.SA,"D.R. Horton, Inc.",SAO,Sao Paolo,S,Equity
D1LN.BE,"DIR.LINE.INS.LS-,10909090",BER,Berlin,S,Equity
D1WA.DU,DWS AUSTRIA VERMOEGENS. T,DUS,Dusseldorf Stock Exchange,E,ETF
